Drug ID,Drug Name,Discription
DB00378,Dydrogesterone,"A synthetic progestational hormone with no androgenic or estrogenic properties. Unlike many other progestational compounds, dydrogesterone produces no increase in temperature and does not inhibit ovulation.;;;;"
DB00379,Mexiletine,Antiarrhythmic agent pharmacologically similar to lidocaine. It may have some anticonvulsant properties.;;;;
DB00380,Dexrazoxane,"An antimitotic agent with immunosuppressive properties. Dexrazoxane, the (+)-enantiomorph of razoxane, provides cardioprotection against anthracycline toxicity. It appears to inhibit formation of a toxic iron-anthracycline complex. [PubChem];;;;"
DB00381,Amlodipine,"Amlodipine, initially approved by the FDA in 1987, is a popular antihypertensive drug belonging to the group of drugs called _dihydropyridine calcium channel blockers_.  Due to their selectivity for the peripheral blood vessels, dihydropyridine calcium channel blockers are associated with a lower incidence of myocardial depression and cardiac conduction abnormalities than other calcium channel blockers [A175327].;;;;"
DB00382,Tacrine,"A centerally active cholinesterase inhibitor that has been used to counter the effects of muscle relaxants, as a respiratory stimulant, and in the treatment of Alzheimer's disease and other central nervous system disorders. Tacrine has been discontinued for the United States market.;;;;"
DB00383,Oxyphencyclimine,Oxyphencyclimine is an anticholinergic drug (trade name Daricon) used in treating peptic ulcers.;;;;
DB00384,Triamterene,"Triamterene (2,4,7-triamino-6-phenylpteridine) is a potassium-sparing diuretic that is used in the management of hypertension. It works by promoting the excretion of sodium ions and water while decreasing the potassium excretion in the distal part of the nephron in the kidneys by working on the lumenal side.[A177985] Since it acts on the distal nephron where only a small fraction of sodium ion reabsorption occurs, triamterene is reported to have limited diuretic efficacy.[T28] Due to its effects on increased serum potassium levels, triamterene is associated with a risk of producing hyperkalemia. Triamterene is a weak antagonist of folic acid, and a photosensitizing drug.[L6163] ;;;;"
DB00385,Valrubicin,"Valrubicin (N-trifluoroacetyladriamycin-14-valerate) is a chemotherapy drug commonly marketed under the trade name VALSTAR.  It is a semisynthetic analog of the [doxorubicin], which is an anthracycline drug. Used in the treatment of the bladder cancer, valrubicin is administered by direct infusion into the bladder.;;;;"
DB00387,Procyclidine,A muscarinic antagonist that crosses the blood-brain barrier and is used in the treatment of drug-induced extrapyramidal disorders and in parkinsonism.;;;;
DB00388,Phenylephrine,"Phenylephrine is an alpha-1 adrenergic receptor agonist used to treat hypotension,[L9416,L9410] dilate the pupil,[L9413] and induce local vasoconstriction.[A187370] The action of phenylephrine, or neo-synephrine, was first described in literature in the 1930s.[A187376];;;;"
DB00389,Carbimazole,"An imidazole antithyroid agent. Carbimazole is metabolized to methimazole, which is responsible for the antithyroid activity.;;;;"
DB00390,Digoxin,Digoxin is one of the oldest cardiovascular medications used today.[A178225] It is a common agent used to manage atrial fibrillation and the symptoms of heart failure.[A178234] Digoxin is classified as a cardiac glycoside and was initially approved by the FDA in 1954.[L9143];;;;
DB00391,Sulpiride,"Sulpiride first appeared in published literature in 1967.[A229538] Clinical studies show a greater effect on treating the negative symptoms of schizophrenia rather than positive symptoms at low doses, though the effects are more equal at higher doses.[A229683];;;;"
DB00392,Profenamine,Profenamine is a medication derived from phenothiazine. It is primarily used as an antidyskinetic to treat parkinsonism. It is sold under the trade names Parsidol in the United States and Parsidan in Canada.;;;;
DB00393,Nimodipine,"Nimodipine is a 1,4-dihydropyridine calcium channel blocker. It acts primarily on vascular smooth muscle cells by stabilizing voltage-gated L-type calcium channels in their inactive conformation. By inhibiting the influx of calcium in smooth muscle cells, nimodipine prevents calcium-dependent smooth muscle contraction and subsequent vasoconstriction. Compared to other calcium channel blocking agents, nimodipine exhibits greater effects on cerebral circulation than on peripheral circulation. Nimodipine is used to as an adjunct to improve the neurologic outcome following subarachnoid hemorrhage from ruptured intracranial aneurysm.;;;;"
DB00394,Beclomethasone dipropionate,"Beclomethasone dipropionate is a second-generation[A179842] synthetic corticosteroid and diester of beclomethasone, which is structurally similar to [dexamethasone].[L6871] It is a prodrug of an active metabolite beclomethasone 17-monopropionate (17-BMP)[A179839] which acts on the glucocorticoid receptor to mediates its therapeutic action. Beclomethasone dipropionate itself posesses weak glucocorticoid receptor binding affinity and is rapidly converted into 17-BMP upon administration.[A179839] Formulations for oral inhalation, intranasal, and topical use are available for beclomethasone dipropionate. Beclomethasone dipropionate became first available in a pressurized metered-dose inhaler in 1972 and later in a dry powder inhaler and an aqueous nasal spray.[A179839] Due to its anti-inflammatory, antipruritic, and anti-allergy properties, beclomethasone dipropionate is used in various inflammatory conditions, such as asthma, allergic rhinitis, and dermatoses to reduce symptoms. When inhaled, it is proposed that beclomethasone dipropionate remains active locally in the lung without causing significant side effects associated with systemic corticosteroids.[A180010] Compared to earlier corticosteroids such as [dexamethasone] and [prednisolone], beclomethasone dipropionate is reported to be less irritating to the nasal mucosa with a longer duration of action when administered intranasally.[A179848];;;;"
DB00395,Carisoprodol,"Originally approved by the FDA in 1959 [FDA label], carisoprodol is a centrally acting muscle relaxant used in painful musculoskeletal conditions in conjunction with physical therapy and other medications [A176047].  This drug is available by itself in an oral tablet or combined with aspirin, or in a fixed-dose combination with both aspirin and codeine [FDA label, F4060, F4069].;;;;"
DB00396,Progesterone,"Progesterone is a hormone that occurs naturally in females, and is essential for endometrial receptivity, embryo implantation, and the successful establishment of pregnancy. A low progesterone concentration or an insufficient response to progesterone can cause infertility and pregnancy loss [A175609]. Progesterone is used in various contraceptive preparations to prevent ovulation and fertilization [T481], [A175612] as well as in other formulations to promote and support pregnancy.  Please see [Medroxyprogesterone acetate], [Megestrol acetate], [Dydrogesterone] and [Hydroxyprogesterone] entries for information on various other forms of progesterone.;;;;"
DB00397,Phenylpropanolamine,"Phenylpropanolamine is a sympathomimetic agent that acts as a nonselective adrenergic receptor agonist and norepinephrine reuptake inhibitor. It has been used as a decongestant and appetite suppressant. Currently, it is withdrawn from the market in Canada and the United States due to the risk for hemorrahgic strokes.;;;;"
DB00398,Sorafenib,"Sorafenib (rINN), marketed as Nexavar by Bayer, is a drug approved for the treatment of advanced renal cell carcinoma (primary kidney cancer). It has also received ""Fast Track"" designation by the FDA for the treatment of advanced hepatocellular carcinoma (primary liver cancer), and has since performed well in Phase III trials.;;;;"
DB00399,Zoledronic acid,"Zoledronic acid, or CGP 42'446,[A203120] is a third generation, nitrogen containing bisphosphonate similar to [ibandronic acid], [minodronic acid], and [risedronic acid].[A203111] Zoledronic acid is used to treat and prevent multiple forms of osteoporosis, hypercalcemia of malignancy, multiple myeloma, bone metastases from solid tumors, and Paget’s disease of bone.[L13712,L13715,L13721] Zoledronic acid was first described in the literature in 1994.[A203120];;;;"
DB00400,Griseofulvin,An antifungal antibiotic. Griseofulvin may be given by mouth in the treatment of tinea infections.;;;;
DB00401,Nisoldipine,"Nisoldipine is a 1,4-dihydropyridine calcium channel blocker. It acts primarily on vascular smooth muscle cells by stabilizing voltage-gated L-type calcium channels in their inactive conformation. By inhibiting the influx of calcium in smooth muscle cells, nisoldipine prevents calcium-dependent smooth muscle contraction and subsequent vasoconstriction. Nisoldipine may be used in alone or in combination with other agents in the management of hypertension.;;;;"
DB00402,Eszopiclone,"Eszopiclone, marketed by Sepracor under the brand-name Lunesta, is a nonbenzodiazepine hypnotic drug used to treat insomnia. It is the active stereoisomer of zopiclone, belonging to the class of drugs known as _cyclopyrrolones_.[A179638,L6850] Cyclopyrrolone drugs demonstrate high efficacy and low toxicity[A179827], offering a safer alternative to other drugs used for insomnia.;;;;"
